Rk,Player,Date,Age,Team,Sep,Opp,Result,GS,MP,FG,FGA,FGper,TwoP,TwoPA,TwoPper,ThreeP,ThreePA,ThreePper,FT,FTA,FTper,TSper,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,Pos,Player_additional
1015,Kobe Bryant,2010-03-26,31-215,LAL,@,OKC,L 75-91,1,30,4,11,.364,4,9,.444,0,2,.000,3,3,1.000,.446,1,5,6,3,1,0,9,4,11,-0.4,-12.4,G-F,bryanko01
1016,Kobe Bryant,2010-03-27,31-216,LAL,@,HOU,W 109-101,1,36,7,14,.500,6,12,.500,1,2,.500,2,3,.667,.555,1,8,9,9,1,0,5,2,17,14.2,-0.1,G-F,bryanko01
1017,Kobe Bryant,2010-03-29,31-218,LAL,@,NOH,L 100-108,1,41,10,18,.556,8,13,.615,2,5,.400,9,11,.818,.679,2,3,5,6,1,0,3,5,31,24.1,11.3,G-F,bryanko01
1018,Kobe Bryant,2010-03-31,31-220,LAL,@,ATL,L 92-109,1,42,12,21,.571,10,18,.556,2,3,.667,2,6,.333,.592,0,3,3,4,0,0,2,2,28,17.4,3.0,G-F,bryanko01
1019,Kobe Bryant,2010-04-02,31-222,LAL,,UTA,W 106-92,1,37,5,23,.217,5,19,.263,0,4,.000,15,18,.833,.404,3,3,6,3,1,0,2,5,25,11.8,-6.8,G-F,bryanko01
1020,Kobe Bryant,2010-04-04,31-224,LAL,,SAS,L 81-100,1,41,8,24,.333,6,18,.333,2,6,.333,4,6,.667,.413,3,5,8,6,0,0,4,3,22,10.2,-2.8,G-F,bryanko01
1021,Kobe Bryant,2010-04-11,31-231,LAL,,POR,L 88-91,1,40,8,23,.348,5,17,.294,3,6,.500,1,3,.333,.411,0,4,4,2,0,0,1,1,20,7.5,-3.0,G-F,bryanko01
1022,Kobe Bryant,2010-10-26,32-064,LAL,,HOU,W 112-110,1,37,8,20,.400,8,17,.471,0,3,.000,11,12,.917,.534,0,5,5,7,1,0,1,1,27,21.8,6.0,G-F,bryanko01
1023,Kobe Bryant,2010-10-29,32-067,LAL,@,PHO,W 114-106,1,34,9,19,.474,7,14,.500,2,5,.400,5,5,1.000,.590,1,6,7,3,0,0,3,1,25,16.5,0.0,G-F,bryanko01
1024,Kobe Bryant,2010-10-31,32-069,LAL,,GSW,W 107-83,1,27,8,16,.500,7,12,.583,1,4,.250,3,4,.750,.563,2,5,7,2,0,0,4,1,20,11.5,1.0,G-F,bryanko01
1025,Kobe Bryant,2010-11-02,32-071,LAL,,MEM,W 124-105,1,26,7,13,.538,4,8,.500,3,5,.600,6,8,.750,.696,1,4,5,1,1,0,2,2,23,16.7,6.4,G-F,bryanko01
1026,Kobe Bryant,2010-11-03,32-072,LAL,@,SAC,W 112-100,1,36,9,22,.409,6,16,.375,3,6,.500,9,10,.900,.568,1,9,10,12,1,0,1,2,30,28.8,14.8,G-F,bryanko01
1027,Kobe Bryant,2010-11-05,32-074,LAL,,TOR,W 108-103,1,34,6,12,.500,6,9,.667,0,3,.000,11,12,.917,.666,0,4,4,6,3,1,3,2,23,21.9,7.9,G-F,bryanko01
1028,Kobe Bryant,2010-11-07,32-076,LAL,,POR,W 121-96,1,25,3,11,.273,3,9,.333,0,2,.000,6,7,.857,.426,0,2,2,1,0,1,3,4,12,2.5,-15.3,G-F,bryanko01
1029,Kobe Bryant,2010-11-09,32-078,LAL,,MIN,W 99-94,1,35,12,28,.429,10,23,.435,2,5,.400,7,8,.875,.523,2,4,6,2,2,0,4,2,33,19.0,5.7,G-F,bryanko01
1030,Kobe Bryant,2010-11-11,32-080,LAL,@,DEN,L 112-118,1,41,11,32,.344,8,22,.364,3,10,.300,9,13,.692,.451,1,2,3,5,1,0,2,4,34,16.6,0.9,G-F,bryanko01
1031,Kobe Bryant,2010-11-14,32-083,LAL,,PHO,L 116-121,1,38,11,20,.550,10,16,.625,1,4,.250,2,2,1.000,.599,2,7,9,14,1,0,8,3,25,20.5,4.5,G-F,bryanko01
1032,Kobe Bryant,2010-11-16,32-085,LAL,@,MIL,W 118-107,1,33,10,23,.435,10,19,.526,0,4,.000,11,11,1.000,.557,0,7,7,3,1,0,3,2,31,20.3,-3.4,G-F,bryanko01
1033,Kobe Bryant,2010-11-17,32-086,LAL,@,DET,W 103-90,1,32,11,20,.550,8,14,.571,3,6,.500,8,8,1.000,.702,1,8,9,4,2,0,3,1,33,27.9,20.4,G-F,bryanko01
1034,Kobe Bryant,2010-11-19,32-088,LAL,@,MIN,W 112-95,1,31,8,27,.296,7,23,.304,1,4,.250,6,7,.857,.382,1,7,8,2,1,1,4,1,23,8.4,-11.6,G-F,bryanko01
1035,Kobe Bryant,2010-11-21,32-090,LAL,,GSW,W 117-89,1,27,7,16,.438,7,14,.500,0,2,.000,6,6,1.000,.536,3,3,6,5,0,0,0,3,20,16.9,0.2,G-F,bryanko01
1036,Kobe Bryant,2010-11-23,32-092,LAL,,CHI,W 98-91,1,37,8,18,.444,7,16,.438,1,2,.500,3,3,1.000,.518,0,2,2,5,1,0,4,1,20,11.3,-0.9,G-F,bryanko01
1037,Kobe Bryant,2010-11-26,32-095,LAL,@,UTA,L 96-102,1,34,10,21,.476,7,16,.438,3,5,.600,8,9,.889,.621,1,2,3,3,1,0,3,2,31,20.5,10.9,G-F,bryanko01
1038,Kobe Bryant,2010-11-28,32-097,LAL,,IND,L 92-95,1,40,14,33,.424,11,25,.440,3,8,.375,10,13,.769,.529,2,3,5,4,0,0,3,2,41,23.6,10.0,G-F,bryanko01
1039,Kobe Bryant,2010-11-30,32-099,LAL,@,MEM,L 96-98,1,37,9,25,.360,8,19,.421,1,6,.167,10,12,.833,.479,4,3,7,5,1,0,3,2,29,18.7,4.9,G-F,bryanko01
1040,Kobe Bryant,2010-12-01,32-100,LAL,@,HOU,L 99-109,1,31,10,24,.417,10,21,.476,0,3,.000,7,7,1.000,.499,2,2,4,4,4,0,2,4,27,19.4,8.0,G-F,bryanko01
1041,Kobe Bryant,2010-12-03,32-102,LAL,,SAC,W 113-80,1,27,9,18,.500,9,18,.500,0,0,,4,8,.500,.511,1,2,3,4,2,0,1,1,22,16.1,4.5,G-F,bryanko01
1042,Kobe Bryant,2010-12-07,32-106,LAL,,WAS,W 115-108,1,35,12,23,.522,11,17,.647,1,6,.167,7,9,.778,.593,3,2,5,3,2,0,4,2,32,21.9,3.1,G-F,bryanko01
1043,Kobe Bryant,2010-12-08,32-107,LAL,@,LAC,W 87-86,1,31,9,15,.600,8,13,.615,1,2,.500,5,7,.714,.664,0,2,2,4,1,0,4,0,24,16.7,8.6,G-F,bryanko01
1044,Kobe Bryant,2010-12-10,32-109,LAL,@,CHI,L 84-88,1,38,9,23,.391,8,19,.421,1,4,.250,4,6,.667,.449,0,5,5,7,3,1,1,3,23,17.6,9.2,G-F,bryanko01
1045,Kobe Bryant,2010-12-12,32-111,LAL,@,NJN,W 99-92,1,35,9,19,.474,6,13,.462,3,6,.500,11,13,.846,.647,0,4,4,6,4,0,6,3,32,23.7,12.8,G-F,bryanko01
1046,Kobe Bryant,2010-12-14,32-113,LAL,@,WAS,W 103-89,1,24,7,13,.538,3,7,.429,4,6,.667,6,10,.600,.690,0,5,5,4,1,0,1,3,24,19.2,19.9,G-F,bryanko01
1047,Kobe Bryant,2010-12-15,32-114,LAL,@,IND,W 109-94,1,34,11,18,.611,7,10,.700,4,8,.500,5,5,1.000,.767,0,3,3,6,0,0,0,3,31,26.7,17.4,G-F,bryanko01
1048,Kobe Bryant,2010-12-17,32-116,LAL,@,PHI,W 93-81,1,36,3,11,.273,3,8,.375,0,3,.000,3,3,1.000,.365,0,4,4,4,2,0,3,1,9,5.1,-3.3,G-F,bryanko01
1049,Kobe Bryant,2010-12-19,32-118,LAL,@,TOR,W 120-110,1,28,6,12,.500,6,10,.600,0,2,.000,8,9,.889,.627,1,2,3,4,0,0,2,3,20,14.5,-0.3,G-F,bryanko01
1050,Kobe Bryant,2010-12-21,32-120,LAL,,MIL,L 79-98,1,32,9,16,.563,9,14,.643,0,2,.000,3,3,1.000,.606,1,2,3,2,1,0,4,1,21,12.7,3.2,G-F,bryanko01
1051,Kobe Bryant,2010-12-25,32-124,LAL,,MIA,L 80-96,1,40,6,16,.375,5,13,.385,1,3,.333,4,5,.800,.467,1,5,6,7,1,0,4,5,17,9.9,-0.1,G-F,bryanko01
1052,Kobe Bryant,2010-12-28,32-127,LAL,@,SAS,L 82-97,1,31,8,27,.296,5,20,.250,3,7,.429,2,2,1.000,.377,1,4,5,1,1,0,5,2,21,3.1,-4.4,G-F,bryanko01
1053,Kobe Bryant,2010-12-29,32-128,LAL,@,NOH,W 103-88,1,28,8,14,.571,8,11,.727,0,3,.000,4,7,.571,.585,0,3,3,4,2,0,7,5,20,8.9,-6.0,G-F,bryanko01
1054,Kobe Bryant,2010-12-31,32-130,LAL,,PHI,W 102-98,1,35,13,24,.542,12,21,.571,1,3,.333,6,8,.750,.600,1,3,4,2,2,0,4,1,33,21.2,6.9,G-F,bryanko01
1055,Kobe Bryant,2011-01-02,32-132,LAL,,MEM,L 85-104,1,31,10,22,.455,9,15,.600,1,7,.143,7,8,.875,.549,0,2,2,2,2,0,3,2,28,16.4,5.1,G-F,bryanko01
1056,Kobe Bryant,2011-01-04,32-134,LAL,,DET,W 108-83,1,30,6,18,.333,6,17,.353,0,1,.000,5,8,.625,.395,2,5,7,8,1,0,1,3,17,12.9,1.7,G-F,bryanko01
1057,Kobe Bryant,2011-01-05,32-135,LAL,@,PHO,W 99-95,1,36,9,17,.529,7,11,.636,2,6,.333,4,6,.667,.611,2,5,7,5,1,0,3,0,24,19.3,9.2,G-F,bryanko01
1058,Kobe Bryant,2011-01-07,32-137,LAL,,NOH,W 101-97,1,39,10,19,.526,9,15,.600,1,4,.250,4,5,.800,.590,0,1,1,4,1,0,0,2,25,18.6,4.4,G-F,bryanko01
1059,Kobe Bryant,2011-01-09,32-139,LAL,,NYK,W 109-87,1,36,10,28,.357,7,22,.318,3,6,.500,4,4,1.000,.454,0,10,10,5,0,0,4,2,27,13.1,-0.5,G-F,bryanko01
1060,Kobe Bryant,2011-01-11,32-141,LAL,,CLE,W 112-57,1,25,5,10,.500,4,8,.500,1,2,.500,2,2,1.000,.597,0,5,5,8,2,0,0,2,13,16.3,16.5,G-F,bryanko01
1061,Kobe Bryant,2011-01-12,32-142,LAL,@,GSW,W 115-110,1,36,13,21,.619,11,16,.688,2,5,.400,11,11,1.000,.755,1,5,6,4,3,0,6,1,39,31.1,13.0,G-F,bryanko01
1062,Kobe Bryant,2011-01-14,32-144,LAL,,NJN,W 100-88,1,36,10,19,.526,10,18,.556,0,1,.000,7,9,.778,.588,1,3,4,4,0,0,0,2,27,20.5,4.7,G-F,bryanko01
1063,Kobe Bryant,2011-01-16,32-146,LAL,@,LAC,L 92-99,1,37,8,17,.471,7,10,.700,1,7,.143,10,13,.769,.594,2,7,9,5,2,0,3,0,27,23.1,12.5,G-F,bryanko01
1064,Kobe Bryant,2011-01-17,32-147,LAL,,OKC,W 101-94,1,33,7,12,.583,6,11,.545,1,1,1.000,6,11,.545,.624,3,2,5,7,1,0,5,2,21,16.2,6.3,G-F,bryanko01
1065,Kobe Bryant,2011-01-19,32-149,LAL,@,DAL,L 100-109,1,36,10,18,.556,10,16,.625,0,2,.000,1,2,.500,.556,1,3,4,10,0,0,3,1,21,17.2,3.3,G-F,bryanko01
1066,Kobe Bryant,2011-01-21,32-151,LAL,@,DEN,W 107-97,1,33,8,15,.533,8,13,.615,0,2,.000,2,3,.667,.551,1,5,6,7,1,0,1,1,18,17.0,8.4,G-F,bryanko01
1067,Kobe Bryant,2011-01-25,32-155,LAL,,UTA,W 120-91,1,26,7,11,.636,7,9,.778,0,2,.000,7,8,.875,.723,0,1,1,6,2,0,3,2,21,18.4,5.2,G-F,bryanko01
1068,Kobe Bryant,2011-01-28,32-158,LAL,,SAC,L 95-100,1,39,13,27,.481,11,19,.579,2,8,.250,10,12,.833,.589,0,4,4,7,3,0,4,2,38,27.8,15.5,G-F,bryanko01
1069,Kobe Bryant,2011-01-30,32-160,LAL,,BOS,L 96-109,1,38,16,29,.552,13,24,.542,3,5,.600,6,7,.857,.639,0,3,3,0,0,0,2,5,41,23.6,10.3,G-F,bryanko01
1070,Kobe Bryant,2011-02-01,32-162,LAL,,HOU,W 114-106 (OT),1,45,13,25,.520,13,22,.591,0,3,.000,6,7,.857,.570,1,5,6,11,1,0,4,2,32,25.4,7.2,G-F,bryanko01
1071,Kobe Bryant,2011-02-03,32-164,LAL,,SAS,L 88-89,1,35,5,18,.278,5,15,.333,0,3,.000,6,6,1.000,.388,2,7,9,10,0,0,3,3,16,11.7,0.3,G-F,bryanko01
1072,Kobe Bryant,2011-02-05,32-166,LAL,@,NOH,W 101-95,1,43,10,22,.455,6,17,.353,4,5,.800,8,8,1.000,.627,2,7,9,5,0,1,1,3,32,26.1,7.2,G-F,bryanko01
1073,Kobe Bryant,2011-02-07,32-168,LAL,@,MEM,W 93-84,1,38,6,17,.353,6,16,.375,0,1,.000,7,7,1.000,.473,1,6,7,6,2,0,6,1,19,11.8,-2.3,G-F,bryanko01
1074,Kobe Bryant,2011-02-10,32-171,LAL,@,BOS,W 92-86,1,38,9,17,.529,9,16,.563,0,1,.000,5,6,.833,.586,1,4,5,4,0,1,3,3,23,15.5,4.4,G-F,bryanko01
1075,Kobe Bryant,2011-02-11,32-172,LAL,@,NYK,W 113-96,1,29,12,17,.706,8,10,.800,4,7,.571,5,8,.625,.804,4,6,10,2,0,0,5,2,33,24.9,14.0,G-F,bryanko01
1076,Kobe Bryant,2011-02-13,32-174,LAL,@,ORL,L 75-89,1,33,8,18,.444,7,14,.500,1,4,.250,0,0,,.472,1,3,4,5,1,0,2,0,17,11.7,6.1,G-F,bryanko01
1077,Kobe Bryant,2011-02-14,32-175,LAL,@,CHA,L 89-109,1,35,8,20,.400,7,16,.438,1,4,.250,3,4,.750,.460,2,3,5,2,0,1,5,5,20,6.2,-9.8,G-F,bryanko01
1078,Kobe Bryant,2011-02-16,32-177,LAL,@,CLE,L 99-104,1,39,8,24,.333,7,18,.389,1,6,.167,0,0,,.354,1,11,12,2,0,1,7,4,17,0.9,-14.2,G-F,bryanko01
1079,Kobe Bryant,2011-02-22,32-183,LAL,,ATL,W 104-80,1,26,5,11,.455,3,7,.429,2,4,.500,8,8,1.000,.689,0,3,3,5,2,0,1,3,20,18.5,15.5,G-F,bryanko01
1080,Kobe Bryant,2011-02-23,32-184,LAL,@,POR,W 106-101 (OT),1,45,14,31,.452,11,25,.440,3,6,.500,6,7,.857,.543,1,8,9,6,3,0,3,4,37,26.2,7.9,G-F,bryanko01
1081,Kobe Bryant,2011-02-25,32-186,LAL,,LAC,W 108-95,1,27,10,16,.625,8,11,.727,2,5,.400,2,3,.667,.693,0,2,2,5,0,0,1,1,24,19.1,10.3,G-F,bryanko01
1082,Kobe Bryant,2011-02-27,32-188,LAL,@,OKC,W 90-87,1,37,8,22,.364,7,16,.438,1,6,.167,0,0,,.386,0,2,2,7,1,0,4,3,17,6.1,-4.9,G-F,bryanko01
1083,Kobe Bryant,2011-03-01,32-190,LAL,@,MIN,W 90-79,1,32,8,18,.444,7,14,.500,1,4,.250,7,8,.875,.558,0,4,4,3,0,0,3,2,24,13.7,6.8,G-F,bryanko01
1084,Kobe Bryant,2011-03-04,32-193,LAL,,CHA,W 92-84,1,31,10,25,.400,8,20,.400,2,5,.400,5,6,.833,.488,0,2,2,3,0,0,3,2,27,12.0,1.6,G-F,bryanko01
1085,Kobe Bryant,2011-03-06,32-195,LAL,@,SAS,W 99-83,1,31,12,25,.480,11,22,.500,1,3,.333,1,1,1.000,.511,3,4,7,5,1,0,1,2,26,19.3,11.2,G-F,bryanko01
1086,Kobe Bryant,2011-03-08,32-197,LAL,@,ATL,W 101-87,1,32,8,18,.444,7,14,.500,1,4,.250,9,11,.818,.569,1,5,6,4,1,1,1,0,26,21.5,11.3,G-F,bryanko01
1087,Kobe Bryant,2011-03-10,32-199,LAL,@,MIA,L 88-94,1,40,8,21,.381,4,13,.308,4,8,.500,4,5,.800,.517,0,2,2,2,1,0,3,3,24,10.9,0.5,G-F,bryanko01
1088,Kobe Bryant,2011-03-12,32-201,LAL,@,DAL,W 96-91,1,33,6,20,.300,6,17,.353,0,3,.000,4,4,1.000,.368,2,3,5,4,3,0,2,1,16,10.1,1.3,G-F,bryanko01
1089,Kobe Bryant,2011-03-14,32-203,LAL,,ORL,W 97-84,1,31,7,19,.368,7,18,.389,0,1,.000,2,2,1.000,.402,1,4,5,4,1,0,1,1,16,9.8,0.1,G-F,bryanko01
1090,Kobe Bryant,2011-03-18,32-207,LAL,,MIN,W 106-98,1,28,6,17,.353,4,12,.333,2,5,.400,4,5,.800,.469,0,4,4,5,1,0,4,2,18,9.0,-3.1,G-F,bryanko01
1091,Kobe Bryant,2011-03-20,32-209,LAL,,POR,W 84-80,1,33,9,20,.450,7,13,.538,2,7,.286,2,2,1.000,.527,0,4,4,3,1,1,3,1,22,13.2,6.0,G-F,bryanko01
1092,Kobe Bryant,2011-03-22,32-211,LAL,,PHO,W 139-137 (3OT),1,48,15,31,.484,12,26,.462,3,5,.600,9,11,.818,.586,2,10,12,9,1,0,3,1,42,33.8,10.8,G-F,bryanko01
1093,Kobe Bryant,2011-03-25,32-214,LAL,,LAC,W 112-104,1,35,11,21,.524,10,16,.625,1,5,.200,14,17,.824,.650,1,3,4,6,2,0,4,1,37,28.9,11.5,G-F,bryanko01
1094,Kobe Bryant,2011-03-27,32-216,LAL,,NOH,W 102-84,1,36,11,25,.440,10,19,.526,1,6,.167,7,8,.875,.526,1,2,3,5,2,0,0,2,30,22.5,12.5,G-F,bryanko01
1095,Kobe Bryant,2011-03-31,32-220,LAL,,DAL,W 110-82,1,30,8,21,.381,7,16,.438,1,5,.200,11,15,.733,.507,1,4,5,4,2,0,4,1,28,17.2,6.8,G-F,bryanko01
1096,Kobe Bryant,2011-04-01,32-221,LAL,@,UTA,W 96-85,1,31,6,14,.429,4,10,.400,2,4,.500,7,10,.700,.571,0,5,5,4,0,0,1,1,21,15.3,6.2,G-F,bryanko01
1097,Kobe Bryant,2011-04-03,32-223,LAL,,DEN,L 90-95,1,38,10,27,.370,10,23,.435,0,4,.000,8,9,.889,.452,1,3,4,4,3,0,2,1,28,17.7,7.0,G-F,bryanko01
1098,Kobe Bryant,2011-04-05,32-225,LAL,,UTA,L 85-86,1,34,6,18,.333,4,12,.333,2,6,.333,6,6,1.000,.484,1,2,3,5,0,0,7,5,20,5.6,-5.0,G-F,bryanko01
1099,Kobe Bryant,2011-04-06,32-226,LAL,@,GSW,L 87-95,1,32,10,20,.500,9,15,.600,1,5,.200,4,6,.667,.552,0,2,2,2,4,0,3,1,25,16.8,11.0,G-F,bryanko01
1100,Kobe Bryant,2011-04-08,32-228,LAL,@,POR,L 86-93,1,32,10,25,.400,6,17,.353,4,8,.500,0,3,.000,.456,1,1,2,4,0,0,3,2,24,9.3,5.2,G-F,bryanko01
1101,Kobe Bryant,2011-04-10,32-230,LAL,,OKC,L 106-120,1,31,10,19,.526,8,15,.533,2,4,.500,9,10,.900,.662,2,2,4,4,3,1,4,3,31,24.6,12.7,G-F,bryanko01
1102,Kobe Bryant,2011-04-12,32-232,LAL,,SAS,W 102-93,1,37,8,21,.381,6,15,.400,2,6,.333,9,9,1.000,.541,2,4,6,4,0,0,4,5,27,14.9,0.3,G-F,bryanko01
1103,Kobe Bryant,2011-04-13,32-233,LAL,@,SAC,W 116-108 (OT),1,38,13,24,.542,12,22,.545,1,2,.500,9,10,.900,.634,2,7,9,6,1,1,2,1,36,31.0,12.1,G-F,bryanko01
1104,Kobe Bryant,2011-12-25,33-124,LAL,,CHI,L 87-88,1,35,11,23,.478,11,22,.500,0,1,.000,6,7,.857,.537,0,7,7,6,2,0,8,3,28,15.0,0.8,G-F,bryanko01
1105,Kobe Bryant,2011-12-26,33-125,LAL,@,SAC,L 91-100,1,38,10,24,.417,10,20,.500,0,4,.000,9,10,.900,.511,2,3,5,6,2,0,2,4,29,20.7,6.8,G-F,bryanko01
1106,Kobe Bryant,2011-12-27,33-126,LAL,,UTA,W 96-71,1,31,8,17,.471,5,12,.417,3,5,.600,7,8,.875,.634,0,8,8,5,1,1,3,1,26,21.1,15.3,G-F,bryanko01
1107,Kobe Bryant,2011-12-29,33-128,LAL,,NYK,W 99-82,1,34,10,17,.588,9,14,.643,1,3,.333,7,10,.700,.654,0,4,4,6,1,1,5,3,28,19.8,7.0,G-F,bryanko01
1108,Kobe Bryant,2011-12-31,33-130,LAL,,DEN,W 92-89,1,33,6,18,.333,6,13,.462,0,5,.000,5,6,.833,.412,2,8,10,9,1,0,4,4,17,11.9,2.6,G-F,bryanko01
1109,Kobe Bryant,2012-01-01,33-131,LAL,@,DEN,L 90-99,1,37,6,28,.214,5,20,.250,1,8,.125,3,4,.750,.269,0,2,2,4,1,0,6,3,16,-4.4,-14.5,G-F,bryanko01
1110,Kobe Bryant,2012-01-03,33-133,LAL,,HOU,W 108-99,1,37,14,29,.483,12,22,.545,2,7,.286,7,9,.778,.561,2,6,8,6,0,1,2,0,37,27.6,9.6,G-F,bryanko01
1111,Kobe Bryant,2012-01-05,33-135,LAL,@,POR,L 96-107,1,36,13,24,.542,13,20,.650,0,4,.000,4,5,.800,.573,2,6,8,3,0,0,4,2,30,18.5,3.0,G-F,bryanko01
1112,Kobe Bryant,2012-01-06,33-136,LAL,,GSW,W 97-90,1,41,13,28,.464,12,25,.480,1,3,.333,12,14,.857,.571,1,3,4,7,0,0,3,1,39,26.9,8.5,G-F,bryanko01
1113,Kobe Bryant,2012-01-08,33-138,LAL,,MEM,W 90-82,1,38,11,22,.500,10,17,.588,1,5,.200,3,6,.500,.528,1,1,2,9,0,1,4,0,26,17.8,7.7,G-F,bryanko01
1114,Kobe Bryant,2012-01-10,33-140,LAL,,PHO,W 99-83,1,39,18,31,.581,18,28,.643,0,3,.000,12,13,.923,.654,0,5,5,3,3,0,2,2,48,36.9,20.5,G-F,bryanko01
1115,Kobe Bryant,2012-01-11,33-141,LAL,@,UTA,W 90-87 (OT),1,43,14,31,.452,13,28,.464,1,3,.333,11,11,1.000,.558,1,7,8,4,1,1,3,3,40,27.0,13.6,G-F,bryanko01
1116,Kobe Bryant,2012-01-13,33-143,LAL,,CLE,W 97-92,1,41,15,31,.484,11,24,.458,4,7,.571,8,10,.800,.593,3,2,5,3,3,0,6,3,42,26.1,6.4,G-F,bryanko01
1117,Kobe Bryant,2012-01-14,33-144,LAL,@,LAC,L 94-102,1,44,14,28,.500,12,23,.522,2,5,.400,12,14,.857,.615,0,7,7,4,2,1,2,3,42,31.6,13.5,G-F,bryanko01
1118,Kobe Bryant,2012-01-16,33-146,LAL,,DAL,W 73-70,1,38,7,22,.318,7,19,.368,0,3,.000,0,1,.000,.312,0,3,3,7,3,1,4,0,14,6.5,0.8,G-F,bryanko01
1119,Kobe Bryant,2012-01-19,33-149,LAL,@,MIA,L 87-98,1,41,8,21,.381,5,15,.333,3,6,.500,5,5,1.000,.517,1,4,5,7,3,0,2,1,24,19.9,9.6,G-F,bryanko01
1120,Kobe Bryant,2012-01-20,33-150,LAL,@,ORL,L 80-92,1,44,11,22,.500,10,19,.526,1,3,.333,7,7,1.000,.598,2,1,3,8,0,0,3,1,30,22.9,8.9,G-F,bryanko01
1121,Kobe Bryant,2012-01-22,33-152,LAL,,IND,L 96-98,1,36,14,30,.467,14,27,.519,0,3,.000,5,6,.833,.506,4,4,8,4,0,0,3,2,33,20.2,4.6,G-F,bryanko01
1122,Kobe Bryant,2012-01-25,33-155,LAL,,LAC,W 96-91,1,39,7,17,.412,5,13,.385,2,4,.500,8,10,.800,.561,1,6,7,6,0,0,7,2,24,13.0,-4.3,G-F,bryanko01
1123,Kobe Bryant,2012-01-28,33-158,LAL,@,MIL,L 89-100,1,42,10,21,.476,9,16,.563,1,5,.200,6,7,.857,.561,3,5,8,9,2,0,4,4,27,22.2,7.6,G-F,bryanko01
1124,Kobe Bryant,2012-01-29,33-159,LAL,@,MIN,W 106-101,1,42,14,29,.483,9,20,.450,5,9,.556,2,2,1.000,.586,3,11,14,2,0,2,3,2,35,24.7,7.4,G-F,bryanko01
1125,Kobe Bryant,2012-01-31,33-161,LAL,,CHA,W 106-73,1,28,9,21,.429,7,10,.700,2,11,.182,4,5,.800,.517,0,3,3,1,1,0,4,1,24,10.7,-9.5,G-F,bryanko01
1126,Kobe Bryant,2012-02-03,33-164,LAL,@,DEN,W 93-89,1,38,7,23,.304,6,19,.316,1,4,.250,5,7,.714,.383,1,5,6,9,2,0,2,1,20,14.0,2.2,G-F,bryanko01
1127,Kobe Bryant,2012-02-04,33-165,LAL,@,UTA,L 87-96,1,38,6,16,.375,3,10,.300,3,6,.500,11,12,.917,.611,1,0,1,1,0,0,4,4,26,12.6,1.0,G-F,bryanko01
1128,Kobe Bryant,2012-02-06,33-167,LAL,@,PHI,L 90-95,1,44,10,26,.385,6,16,.375,4,10,.400,4,4,1.000,.504,3,2,5,6,2,0,5,3,28,16.5,4.6,G-F,bryanko01
1129,Kobe Bryant,2012-02-09,33-170,LAL,@,BOS,W 88-87 (OT),1,44,11,24,.458,11,22,.500,0,2,.000,5,5,1.000,.515,0,5,5,4,0,0,1,1,27,17.5,6.8,G-F,bryanko01
1130,Kobe Bryant,2012-02-10,33-171,LAL,@,NYK,L 85-92,1,42,11,29,.379,10,24,.417,1,5,.200,11,13,.846,.490,3,7,10,1,1,0,3,0,34,20.2,7.4,G-F,bryanko01
1131,Kobe Bryant,2012-02-12,33-173,LAL,@,TOR,W 94-92,1,34,9,23,.391,6,16,.375,3,7,.429,6,8,.750,.509,0,2,2,1,2,0,4,1,27,12.6,0.6,G-F,bryanko01
1132,Kobe Bryant,2012-02-14,33-175,LAL,,ATL,W 86-78,1,34,5,18,.278,5,15,.333,0,3,.000,0,0,,.278,1,3,4,4,0,0,5,3,10,-2.4,-14.7,G-F,bryanko01
1133,Kobe Bryant,2012-02-17,33-178,LAL,,PHO,W 111-99,1,35,14,25,.560,13,23,.565,1,2,.500,7,9,.778,.622,0,9,9,6,4,1,3,1,36,31.5,14.3,G-F,bryanko01
1134,Kobe Bryant,2012-02-19,33-180,LAL,@,PHO,L 90-102,1,40,11,24,.458,10,16,.625,1,8,.125,9,12,.750,.546,1,6,7,5,2,0,10,0,32,16.4,0.1,G-F,bryanko01
1135,Kobe Bryant,2012-02-20,33-181,LAL,,POR,W 103-92,1,36,13,26,.500,12,23,.522,1,3,.333,1,2,.500,.521,1,2,3,3,4,0,4,3,28,16.8,3.1,G-F,bryanko01
1136,Kobe Bryant,2012-02-22,33-183,LAL,@,DAL,W 96-91,1,38,4,15,.267,2,10,.200,2,5,.400,5,9,.556,.396,1,4,5,4,1,0,7,1,15,2.8,-10.8,G-F,bryanko01
1137,Kobe Bryant,2012-02-23,33-184,LAL,@,OKC,L 85-100,1,40,7,24,.292,7,21,.333,0,3,.000,10,11,.909,.416,1,5,6,3,1,0,1,3,24,12.7,-0.1,G-F,bryanko01
1138,Kobe Bryant,2012-02-29,33-190,LAL,,MIN,W 104-85,1,33,11,23,.478,11,19,.579,0,4,.000,9,10,.900,.566,1,6,7,8,1,0,5,0,31,23.0,6.7,G-F,bryanko01
1139,Kobe Bryant,2012-03-02,33-192,LAL,,SAC,W 115-107,1,37,13,24,.542,12,22,.545,1,2,.500,11,14,.786,.630,4,4,8,3,1,1,3,0,38,30.0,8.3,G-F,bryanko01
